序号,交易对,卖量暴涨倍数,当日买量倍数,当日卖量倍数,买卖量比值,信号时未平仓量,建仓时未平仓量,未平仓量比率,买量加速度,信号时间,信号价,建仓日期,建仓具体时间,建仓后持仓数,平仓后持仓数,建仓5分钟时刻,建仓时多空比,建仓价,建仓涨幅%,平仓日期,平仓具体时间,平仓价,持仓小时数,盈亏百分比,建仓手续费,补仓手续费,平仓手续费,交易手续费合计,资金费,资金费次数,平均费率%,盈亏金额,扣交易费后,最终净盈亏,真实盈亏金额,余额,连续爆,2小时判断,12小时判断,平仓原因,基差%,杠杆倍数,仓位金额,是否有补仓,补仓价格,补仓后平均价,2h收盘价,2h涨幅%,2h最大跌幅%,12h收盘价,12h涨幅%,12h最大跌幅%,24h收盘价,24小时涨幅%,24h最大跌幅%,72h最大跌幅%,最大跌幅%,2小时最大涨幅%,24小时最大涨幅%,止盈阈值%,建仓时账户多空比,信号时账户多空比,多空比变化率,当前5m时间,当前5m收盘价,当前浮盈金额,当前浮盈百分比
113,HIGHUSDT,64.0,10.1,9.7,1.042,"$2,505,030","$4,192,616",0.597,0.0000,2026-04-18 00:00,0.174200,2026-04-18,2026-04-18 01:00:00,5,3,2026-04-18 01:00:00,2.40,0.172900,-0.75%,2026-04-18,2026-04-18 01:45:00,0.195377,0.75,-13.00%,13.9681,,15.7839,29.7520,0.0000,,,-9079.24,-9109.00,-9109.00,-9109.00,69996.98,是,强（2h内默认）,强（保持30%）,stop_loss,-0.8968%,5.0,13968.07,否,,,0.212700,23.02%,4.80%,0.406300,134.99%,4.80%,0.300600,,4.80%,4.80%,4.80%,42.16%,,,2.4037,3.4543,0.6959,,,,
114,ONTUSDT,42.5,10.5,10.3,1.024,"$14,998,352","$12,686,382",1.182,0.0000,2026-04-18 03:00,0.085000,2026-04-18,2026-04-18 04:00:00,4,2,2026-04-18 04:00:00,0.56,0.085400,0.47%,2026-04-18,2026-04-18 21:20:00,0.076860,17.33,10.00%,12.2374,,11.0136,23.2510,0.0000,,,6118.68,6095.43,6095.43,6095.43,76092.40,否,中（改成20%）,弱（12%）,take_profit,-1.1622%,5.0,12237.36,否,,,0.082600,-3.28%,3.75%,0.081300,-4.80%,6.91%,0.077200,,11.24%,13.58%,10.54%,3.04%,,10.0%,0.5605,0.5020,1.1165,,,,
115,我踏马来了USDT,65.2,12.7,12.4,1.017,"$6,371,860","$9,464,627",0.673,0.0000,2026-04-18 04:00,0.015092,2026-04-18,2026-04-18 05:00:00,5,4,2026-04-18 05:00:00,3.26,0.015595,3.33%,2026-04-18,2026-04-18 05:10:00,0.017622,0.17,-13.00%,13.3955,,15.1369,28.5324,0.0000,,,-8707.07,-8735.60,-8735.60,-8735.60,67356.80,是,强（2h内默认）,强（保持30%）,stop_loss,0.0000%,5.0,13395.49,否,,,0.017997,15.40%,4.98%,0.012821,-17.79%,24.14%,0.010632,,34.92%,38.63%,4.98%,25.60%,,,3.2626,4.0736,0.8009,,,,
116,PORTALUSDT,76.9,24.9,18.8,1.326,"$2,028,906","$4,245,015",0.478,0.0000,2026-04-18 05:00,0.015010,2026-04-18,2026-04-18 06:00:00,5,4,2026-04-18 06:00:00,3.33,0.016360,8.99%,2026-04-18,2026-04-18 06:10:00,0.014397,0.17,12.00%,11.7357,,10.3274,22.0632,0.0000,,,7041.44,7019.37,7019.37,7019.37,74376.18,是,强（2h内默认）,强（保持30%）,take_profit,0.0387%,5.0,11735.73,否,,,0.016160,-1.22%,15.40%,0.011620,-28.97%,31.54%,0.012580,,37.96%,37.96%,15.40%,22.25%,,,3.3290,5.4226,0.6139,,,,
117,PIEVERSEUSDT,99.9,4.2,4.7,0.893,"$12,096,069","$10,765,470",1.124,0.0000,2026-04-18 23:00,0.615500,2026-04-19,2026-04-19 00:00:00,3,1,2026-04-19 00:00:00,1.68,0.581600,-5.51%,2026-04-19,2026-04-19 02:55:00,0.657208,2.92,-13.00%,13.3185,,15.0499,28.3684,0.0000,,,-8657.03,-8685.40,-8685.40,-8685.40,65690.77,是,中（推断20%）,中（保持20%）,stop_loss,0.0000%,5.0,13318.51,否,,,0.618600,6.36%,2.41%,0.620800,6.74%,2.41%,1.183700,,2.41%,2.41%,2.41%,10.66%,,,1.6846,1.6323,1.0320,,,,
118,MLNUSDT,46.7,38.2,30.2,1.265,"$1,644,657","$1,733,895",0.949,0.0000,2026-04-18 23:00,3.120000,2026-04-19,2026-04-19 00:00:00,4,1,2026-04-19 00:00:00,3.05,3.079000,-1.31%,2026-04-19,2026-04-19 21:00:00,2.771100,21.0,10.00%,11.6683,,10.5015,22.1697,0.0000,,,5834.14,5811.97,5811.97,5811.97,71502.75,否,中（改成20%）,弱（12%）,take_profit,0.0000%,5.0,11668.29,否,,,3.054000,-0.81%,2.27%,2.937000,-4.61%,6.72%,2.766000,,12.63%,12.63%,10.26%,2.70%,,10.0%,3.0486,3.3725,0.9040,,,,
119,NXPCUSDT,31.8,134.7,40.7,3.306,"$5,285,287","$5,376,993",0.983,0.0000,2026-04-19 00:00,0.294000,2026-04-19,2026-04-19 01:00:00,4,4,2026-04-19 01:00:00,1.23,0.292300,-0.58%,2026-04-22,2026-04-22 00:55:00,0.299800,71.92,-2.57%,12.7726,,13.1003,25.8729,0.0000,,,-1638.63,-1664.50,-1664.50,-1664.50,69838.25,否,中（改成20%）,弱（12%）,max_hold_time,-0.0142%,5.0,12772.56,否,,,0.287000,-1.81%,2.05%,0.289500,-0.96%,2.05%,0.296100,1.30%,2.05%,2.05%,2.05%,1.33%,,,1.2331,1.4777,0.8345,,,,
120,ZROUSDT,45.8,36.1,36.7,0.983,"$24,474,007","$24,961,182",0.980,0.0000,2026-04-19 02:00,1.615000,2026-04-19,2026-04-19 03:00:00,4,3,2026-04-19 03:00:00,0.65,1.586300,-1.78%,2026-04-19,2026-04-19 14:55:00,1.665200,11.92,-4.97%,12.7726,,13.4078,26.1804,0.0000,,,-3176.43,-3202.61,-3202.61,-3202.61,66635.63,否,中（改成20%）,中（保持20%）,early_stop_loss_12h,-0.0180%,5.0,12772.56,否,,,1.596300,0.63%,2.21%,1.665200,4.97%,5.21%,1.635200,,5.21%,5.21%,5.21%,4.03%,,,0.6464,0.6770,0.9548,,,,
121,GTCUSDT,41.7,7.7,8.2,0.944,"$1,809,840","$4,167,741",0.434,0.0000,2026-04-19 04:00,0.156200,2026-04-19,2026-04-19 05:00:00,5,4,2026-04-19 05:00:00,1.52,0.147550,-5.54%,2026-04-19,2026-04-19 05:30:00,0.129844,0.5,12.00%,12.1641,,10.7044,22.8684,0.0000,,,7298.44,7275.57,7275.57,7275.57,73911.20,否,强（2h内默认）,强（保持30%）,take_profit,0.0000%,5.0,12164.07,否,,,0.121480,-17.67%,20.33%,0.113100,-23.35%,26.80%,0.115800,,26.80%,32.57%,15.82%,12.57%,,,1.5240,2.6643,0.5720,,,,
122,AWEUSDT,53.9,41.1,61.3,0.671,"$3,104,781","$2,738,061",1.134,0.0000,2026-04-20 05:00,0.049420,2026-04-20,2026-04-20 06:00:00,3,4,2026-04-20 06:00:00,2.46,0.049530,0.22%,2026-04-23,2026-04-23 05:55:00,0.050300,71.92,-1.55%,14.3594,,14.5826,28.9420,0.0000,,,-1116.16,-1145.11,-1145.11,-1145.11,72766.10,否,中（改成20%）,弱（12%）,max_hold_time,0.0000%,5.0,14359.38,否,,,0.049730,0.40%,0.22%,0.050250,1.45%,0.22%,0.049970,0.89%,0.22%,1.11%,1.11%,1.23%,,,2.4638,2.4734,0.9961,,,,
123,SUPERUSDT,33.1,9.8,8.7,1.118,"$4,072,931","$5,276,138",0.772,0.0000,2026-04-20 06:00,0.138200,2026-04-20,2026-04-20 07:00:00,4,2,2026-04-20 07:00:00,1.18,0.140500,1.66%,2026-04-20,2026-04-20 09:00:00,0.147700,2.0,-5.12%,14.3594,,15.0952,29.4546,0.0000,,,-3679.27,-3708.73,-3708.73,-3708.73,69057.37,是,中（推断20%）,中（保持20%）,early_stop_loss,-2.6057%,5.0,14359.38,否,,,0.147000,4.63%,2.28%,0.137700,-1.99%,5.55%,0.131600,,7.90%,11.81%,2.28%,9.47%,,,1.1820,1.2635,0.9355,,,,
124,JCTUSDT,31.5,6.6,5.8,1.132,"$3,916,758","$4,005,488",0.978,0.0000,2026-04-20 06:00,0.003086,2026-04-20,2026-04-20 07:00:00,5,2,2026-04-20 07:00:00,1.38,0.003094,0.26%,2026-04-20,2026-04-20 16:05:00,0.002754,9.08,11.00%,13.6547,,12.1527,25.8074,0.0000,,,7510.10,7484.29,7484.29,7484.29,76541.66,否,中（改成20%）,中（保持20%）,take_profit,0.1351%,5.0,13654.73,否,,,0.002949,-4.69%,5.98%,0.002697,-12.83%,15.29%,0.002440,,22.01%,25.44%,11.93%,4.01%,,11.0%,1.3798,1.4832,0.9303,,,,
125,SKYAIUSDT,89.8,85.1,51.1,1.665,"$45,109,158","$42,363,399",1.065,0.0000,2026-04-20 08:00,0.159910,2026-04-20,2026-04-20 09:00:00,4,3,2026-04-20 09:00:00,0.86,0.162580,1.67%,2026-04-20,2026-04-20 09:10:00,0.143070,0.17,12.00%,15.0767,,13.2675,28.3443,0.0000,,,9046.04,9017.70,9017.70,9017.70,85559.36,否,强（2h内默认）,强（保持30%）,take_profit,0.0000%,5.0,15076.74,否,,,0.174460,7.31%,15.51%,0.159290,-2.02%,15.51%,0.174790,,15.51%,15.51%,15.51%,18.42%,,,0.8591,0.9037,0.9506,,,,
126,TAGUSDT,40.1,94.8,106.6,0.889,"$7,233,812","$6,468,329",1.118,0.0000,2026-04-20 08:00,0.000647,2026-04-20,2026-04-20 09:00:00,5,3,2026-04-20 09:00:00,1.01,0.000638,-1.28%,2026-04-23,2026-04-23 08:55:00,0.000651,71.92,-1.96%,16.7901,,17.1188,33.9089,0.0000,,,-1643.51,-1677.42,-1677.42,-1677.42,83881.94,否,中（改成20%）,弱（12%）,max_hold_time,0.0000%,5.0,16790.10,否,,,0.000644,0.89%,1.79%,0.000645,1.02%,1.79%,0.000669,4.70%,1.79%,1.79%,1.79%,4.21%,,,1.0149,1.0362,0.9794,,,,
127,EDUUSDT,35.1,9.0,8.1,1.117,"$7,410,056","$8,914,490",0.831,0.0000,2026-04-20 23:00,0.071690,2026-04-21,2026-04-21 00:00:00,4,3,2026-04-21 00:00:00,1.45,0.070450,-1.73%,2026-04-21,2026-04-21 00:50:00,0.079608,0.83,-13.00%,16.7901,,18.9728,35.7629,0.0000,,,-10913.57,-10949.33,-10949.33,-10949.33,72932.61,是,强（2h内默认）,强（保持30%）,stop_loss,-0.6397%,5.0,16790.10,否,,,0.079640,13.04%,5.38%,0.055970,-20.55%,21.65%,0.054160,,26.17%,34.21%,5.38%,26.70%,,,1.4462,1.4462,1.0000,,,,
128,UMAUSDT,70.8,24.9,33.0,0.753,"$1,962,245","$2,824,952",0.695,0.0000,2026-04-21 05:00,0.485500,2026-04-21,2026-04-21 06:00:00,4,4,2026-04-21 06:00:00,1.88,0.491900,1.32%,2026-04-24,2026-04-24 05:55:00,0.481600,71.92,2.09%,14.7097,,14.4017,29.1115,0.0000,,,1540.05,1510.94,1510.94,1510.94,74443.55,是,中（改成20%）,弱（12%）,max_hold_time,-0.6818%,5.0,14709.73,否,,,0.499500,1.55%,2.46%,0.473700,-3.70%,4.39%,0.487600,-0.87%,6.12%,6.12%,6.12%,9.60%,,,1.8810,1.8555,1.0137,,,,
129,PTBUSDT,68.3,89.3,124.4,0.718,"$3,462,538","$3,229,030",1.072,0.0000,2026-04-21 05:00,0.000841,2026-04-21,2026-04-21 06:00:00,5,3,2026-04-21 06:00:00,3.36,0.000848,0.81%,2026-04-24,2026-04-24 05:55:00,0.000842,71.92,0.66%,14.7097,,14.6125,29.3223,0.0000,,,485.93,456.61,456.61,456.61,74900.16,否,中（改成20%）,弱（12%）,max_hold_time,0.0000%,5.0,14709.73,否,,,0.000843,-0.53%,6.54%,0.000849,0.13%,6.54%,0.000871,2.78%,6.54%,9.14%,9.14%,4.86%,,,3.3611,3.5558,0.9452,,,,
130,CARVUSDT,55.0,69.6,70.8,0.984,"$707,961","$873,693",0.810,0.0000,2026-04-22 00:00,0.058910,2026-04-22,2026-04-22 01:00:00,5,3,2026-04-22 01:00:00,2.01,0.059020,0.19%,2026-04-25,2026-04-25 00:55:00,0.059080,71.92,-0.10%,14.3935,,14.4081,28.8016,0.0000,,,-73.16,-101.96,-101.96,-101.96,74798.19,否,中（改成20%）,弱（12%）,max_hold_time,-0.6228%,5.0,14393.48,否,,,0.059030,0.02%,3.03%,0.058010,-1.71%,3.03%,0.057300,-2.91%,3.95%,6.18%,6.18%,1.51%,,,2.0148,2.4459,0.8237,,,,
131,VELVETUSDT,43.9,3.2,3.2,1.018,"$4,472,391","$4,601,209",0.972,0.0000,2026-04-23 07:00,0.111650,2026-04-23,2026-04-23 08:00:00,5,3,2026-04-23 08:00:00,1.02,0.113350,1.52%,2026-04-23,2026-04-23 10:00:00,0.116440,2.0,-2.73%,13.8572,,14.2350,28.0921,0.0000,,,-1888.78,-1916.88,-1916.88,-1916.88,72881.32,是,中（推断20%）,中（保持20%）,early_stop_loss,0.2867%,5.0,13857.20,否,,,0.118310,4.38%,2.47%,0.099420,-12.29%,18.26%,0.105440,,18.26%,20.49%,16.14%,9.39%,,,1.0186,1.0807,0.9425,,,,
132,MAVUSDT,41.1,70.9,36.3,1.955,"$1,245,678","$1,697,558",0.734,0.0000,2026-04-23 08:00,0.015910,2026-04-23,2026-04-23 09:00:00,5,4,2026-04-23 09:00:00,2.60,0.015860,-0.31%,2026-04-25,2026-04-25 08:00:00,0.016340,47.0,-3.03%,13.4930,,13.9014,27.3943,0.0000,,,-2041.81,-2069.21,-2069.21,-2069.21,70812.11,否,中（改成20%）,弱（12%）,force_close,0.0000%,5.0,13492.99,否,,,0.015810,-0.32%,1.39%,0.015860,0.00%,1.39%,0.016000,0.88%,1.39%,1.39%,1.39%,0.38%,,10.0%,2.6023,3.2463,0.8016,,,,
133,BBUSDT,52.9,13.3,13.2,1.005,"$2,958,983","$4,151,391",0.713,0.0000,2026-04-23 11:00,0.032350,2026-04-23,2026-04-23 12:00:00,5,4,2026-04-23 12:00:00,1.97,0.031840,-1.58%,2026-04-23,2026-04-23 17:40:00,0.028338,5.67,11.00%,13.4930,,12.0088,25.5018,0.0000,,,7421.14,7395.64,7395.64,7395.64,78207.75,否,中（改成20%）,中（保持20%）,take_profit,-0.2917%,5.0,13492.99,否,,,0.029670,-6.82%,8.29%,0.028360,-10.93%,11.78%,0.027580,,15.01%,15.17%,11.59%,3.61%,,11.0%,1.9665,2.1878,0.8988,,,,
134,MOVRUSDT,87.0,5.2,4.8,1.076,"$10,801,928","$10,685,366",1.011,0.0000,2026-04-23 17:00,2.961000,2026-04-23,2026-04-23 18:00:00,5,4,2026-04-23 18:00:00,0.83,2.950000,-0.37%,2026-04-23,2026-04-23 19:40:00,2.596000,1.67,12.00%,14.8982,,13.1104,28.0085,0.0000,,,8938.90,8910.89,8910.89,8910.89,87118.64,是,强（2h内默认）,强（保持30%）,take_profit,0.0000%,5.0,14898.16,否,,,2.607000,-11.63%,13.25%,2.361000,-19.97%,23.15%,2.233000,,26.54%,26.54%,13.25%,2.00%,,12.0%,0.8288,0.8570,0.9671,,,,
135,RAREUSDT,119.5,14.0,15.4,0.906,"$2,323,960","$2,991,487",0.777,0.0000,2026-04-23 19:00,0.020110,2026-04-23,2026-04-23 20:00:00,5,4,2026-04-23 20:00:00,1.41,0.019950,-0.80%,2026-04-24,2026-04-24 03:30:00,0.017756,7.5,11.00%,16.5912,,14.7662,31.3574,0.0000,,,9125.18,9093.82,9093.82,9093.82,96212.46,是,中（改成20%）,中（保持20%）,take_profit,-0.5083%,5.0,16591.23,否,,,0.018630,-6.62%,8.12%,0.017170,-13.93%,14.54%,0.017370,,15.19%,15.19%,11.08%,5.81%,,11.0%,1.4125,1.5113,0.9346,,,,
136,SKRUSDT,70.8,12.7,12.4,1.023,"$1,490,117","$2,572,109",0.579,0.0000,2026-04-24 03:00,0.017771,2026-04-24,2026-04-24 04:00:00,5,2,2026-04-24 04:00:00,1.84,0.018170,2.25%,2026-04-24,2026-04-24 06:35:00,0.020532,2.58,-13.00%,18.6929,,21.1230,39.8159,0.0000,,,-12150.38,-12190.19,-12190.19,-12190.19,84022.26,是,中（推断20%）,中（保持20%）,stop_loss,-1.0757%,5.0,18692.89,否,,,0.019242,5.90%,5.82%,0.019518,7.42%,5.82%,0.017834,,5.82%,5.82%,5.82%,6.35%,,,1.8353,2.0807,0.8821,,,,
137,INXUSDT,59.9,5.0,7.0,0.714,"$3,302,554","$2,871,603",1.150,0.0000,2026-04-24 09:00,0.010231,2026-04-24,2026-04-24 10:00:00,3,2,2026-04-24 10:00:00,1.50,0.010183,-0.47%,2026-04-24,2026-04-24 13:05:00,0.011507,3.08,-13.00%,16.3768,,18.5057,34.8825,0.0000,,,-10644.89,-10679.77,-10679.77,-10679.77,73342.49,否,中（改成20%）,中（保持20%）,stop_loss,0.0000%,5.0,16376.75,否,,,0.010314,1.29%,3.14%,0.010014,-1.66%,3.14%,0.009314,,10.24%,10.24%,3.14%,4.27%,,,1.4956,1.4456,1.0346,,,,
138,VINEUSDT,151.3,276.0,200.7,1.375,"$1,580,131","$1,572,058",1.005,0.0000,2026-04-24 11:00,0.016620,2026-04-24,2026-04-24 12:00:00,4,3,2026-04-24 12:00:00,1.88,0.016790,1.02%,2026-04-25,2026-04-25 08:00:00,0.015780,20.0,6.02%,14.3476,,13.4845,27.8321,0.0000,,,4315.39,4287.56,4287.56,4287.56,77630.05,否,中（改成20%）,弱（12%）,force_close,0.0000%,5.0,14347.60,否,,,0.015610,-7.03%,8.64%,0.015670,-6.67%,8.76%,0.015810,,8.76%,8.76%,8.76%,1.25%,,10.0%,1.8785,2.0525,0.9152,,,,
139,AIUSDT,82.7,126.8,130.6,0.971,"$1,277,097","$1,320,277",0.967,0.0000,2026-04-24 11:00,0.018960,2026-04-24,2026-04-24 12:00:00,5,2,2026-04-24 12:00:00,3.54,0.018940,-0.11%,2026-04-25,2026-04-25 08:00:00,0.019830,20.0,-4.70%,14.3476,,15.0218,29.3694,0.0000,,,-3371.00,-3400.37,-3400.37,-3400.37,74229.67,否,中（改成20%）,弱（12%）,force_close,-0.4552%,5.0,14347.60,否,,,0.018750,-1.00%,4.28%,0.019180,1.27%,4.28%,0.019700,,4.28%,4.28%,4.28%,1.48%,,10.0%,3.5434,4.9844,0.7109,,,,
140,PUMPBTCUSDT,278.7,33.8,29.9,1.129,"$4,486,839","$4,001,517",1.121,0.0000,2026-04-24 13:00,0.031050,2026-04-24,2026-04-24 14:00:00,5,4,2026-04-24 14:00:00,2.00,0.030730,-1.03%,2026-04-24,2026-04-24 14:25:00,0.027042,0.42,12.00%,14.3476,,12.6259,26.9735,0.0000,,,8608.56,8581.58,8581.58,8581.58,82811.26,是,强（2h内默认）,强（保持30%）,take_profit,0.0368%,5.0,14347.60,否,,,0.028440,-7.45%,13.18%,0.025540,-16.89%,20.40%,0.025830,,20.40%,20.40%,13.18%,5.21%,,,1.9985,1.7382,1.1498,,,,
141,TRADOORUSDT,155.3,15.9,18.3,0.871,"$7,510,937","$8,344,798",0.900,0.0000,2026-04-24 23:00,0.856000,2026-04-25,2026-04-25 00:00:00,5,3,2026-04-25 00:00:00,2.36,0.891000,4.09%,2026-04-25,2026-04-25 01:20:00,1.006830,1.33,-13.00%,15.9587,,18.0334,33.9921,0.0000,,,-10373.17,-10407.16,-10407.16,-10407.16,72404.10,是,强（2h内默认）,强（保持30%）,stop_loss,0.3786%,5.0,15958.72,否,,,1.037000,16.39%,4.04%,1.125000,26.26%,4.04%,1.125000,,4.04%,4.04%,4.04%,19.19%,,,2.3568,1.9603,1.2023,,,,
142,RVNUSDT,96.4,234.7,116.8,2.010,"$1,900,058","$2,224,282",0.854,0.0000,2026-04-25 00:00,0.006220,2026-04-25,2026-04-25 01:00:00,5,1,2026-04-25 01:00:00,2.18,0.006180,-0.64%,2026-04-25,2026-04-25 08:00:00,0.006110,7.0,1.13%,13.9814,,13.8230,27.8044,0.0000,,,791.82,764.02,764.02,764.02,73168.12,否,中（改成20%）,中（保持20%）,force_close,-0.1847%,5.0,13981.36,否,,,0.006280,1.62%,1.29%,0.006130,-0.81%,1.78%,0.006130,,1.78%,1.78%,1.78%,1.94%,,11.0%,2.1756,2.3738,0.9165,,,,
143,BULLAUSDT,62.6,31.5,69.8,0.452,"$5,971,212","$5,059,813",1.180,0.0000,2026-04-25 03:00,0.008175,2026-04-25,2026-04-25 04:00:00,5,4,2026-04-25 04:00:00,1.96,0.008192,0.21%,2026-04-25,2026-04-25 04:30:00,0.007209,0.5,12.00%,13.9814,,12.3036,26.2850,0.0000,,,8388.82,8362.53,8362.53,8362.53,81530.65,是,强（2h内默认）,强（保持30%）,take_profit,0.0000%,5.0,13981.36,否,,,0.008244,0.63%,14.56%,0.008211,0.23%,14.56%,0.008211,,14.56%,14.56%,14.56%,2.51%,,,1.9621,1.9976,0.9822,,,,
144,GTCUSDT,34.6,36.4,41.3,0.882,"$2,417,115","$1,876,888",1.288,0.0000,2026-04-25 04:00,0.102190,2026-04-25,2026-04-25 05:00:00,5,0,2026-04-25 05:00:00,3.13,0.103160,0.95%,2026-04-25,2026-04-25 08:00:00,0.102960,3.0,0.19%,15.5702,,15.5401,31.1103,0.0000,,,150.93,119.82,119.82,119.82,81650.47,否,中（改成20%）,中（保持20%）,force_close,-0.0567%,5.0,15570.24,否,,,0.103520,0.35%,5.19%,0.101540,-1.57%,5.19%,0.101540,,5.19%,5.19%,5.19%,1.66%,,11.0%,3.1254,2.9746,1.0507,,,,
