序号,交易对,卖量暴涨倍数,当日买量倍数,当日卖量倍数,买卖量比值,信号时未平仓量,建仓时未平仓量,未平仓量比率,买量加速度,信号时间,信号价,建仓日期,建仓具体时间,建仓后持仓数,平仓后持仓数,建仓5分钟时刻,建仓时多空比,建仓价,建仓涨幅%,平仓日期,平仓具体时间,平仓价,持仓小时数,盈亏百分比,建仓手续费,补仓手续费,平仓手续费,交易手续费合计,资金费,资金费次数,平均费率%,盈亏金额,扣交易费后,最终净盈亏,真实盈亏金额,余额,连续爆,2小时判断,12小时判断,平仓原因,基差%,杠杆倍数,仓位金额,是否有补仓,补仓价格,补仓后平均价,2h收盘价,2h涨幅%,2h最大跌幅%,12h收盘价,12h涨幅%,12h最大跌幅%,24h收盘价,24小时涨幅%,24h最大跌幅%,72h最大跌幅%,最大跌幅%,2小时最大涨幅%,24小时最大涨幅%,止盈阈值%,建仓时账户多空比,信号时账户多空比,多空比变化率,当前5m时间,当前5m收盘价,当前浮盈金额,当前浮盈百分比
81,PUMPBTCUSDT,30.9,50.3,53.0,0.949,"$1,159,697","$1,551,769",0.747,0.0000,2026-04-13 05:00,0.019880,2026-04-13,2026-04-13 06:00:00,5,4,2026-04-13 06:00:00,3.65,0.019870,-0.05%,2026-04-13,2026-04-13 07:15:00,0.022453,1.25,-13.00%,12.6483,,14.2926,26.9409,0.0000,,,-8221.42,-8248.36,-8248.36,-8248.36,51652.70,是,强（2h内默认）,强（保持30%）,stop_loss,0.2462%,5.0,12648.33,否,,,0.023440,17.97%,3.47%,0.021010,5.74%,3.47%,0.023220,,3.47%,4.38%,3.47%,25.21%,,,3.6512,4.6561,0.7842,,,,
82,WETUSDT,48.6,14.4,11.7,1.235,"$2,948,482","$5,783,312",0.510,0.0000,2026-04-13 09:00,0.147700,2026-04-13,2026-04-13 10:00:00,5,4,2026-04-13 10:00:00,1.56,0.154670,4.72%,2026-04-13,2026-04-13 13:05:00,0.137656,3.08,11.00%,11.0811,,9.8622,20.9434,0.0000,,,6094.63,6073.69,6073.69,6073.69,57726.39,是,中（改成20%）,中（保持20%）,take_profit,-0.7216%,5.0,11081.14,否,,,0.149770,-3.17%,8.90%,0.155550,0.57%,13.14%,0.147660,,13.14%,26.46%,13.14%,9.90%,,11.0%,1.5615,1.9568,0.7980,,,,
83,ONUSDT,30.8,4.4,5.2,0.841,"$3,490,781","$3,917,195",0.891,0.0000,2026-04-13 09:00,0.124820,2026-04-13,2026-04-13 10:00:00,5,4,2026-04-13 10:00:00,1.18,0.122630,-1.75%,2026-04-13,2026-04-13 10:50:00,0.138572,0.83,-13.00%,12.2351,,13.8257,26.0609,0.0000,,,-7952.84,-7978.91,-7978.91,-7978.91,49747.48,是,强（2h内默认）,强（保持30%）,stop_loss,0.4093%,5.0,12235.15,否,,,0.143490,17.01%,0.85%,0.148150,20.81%,4.13%,0.138360,,4.13%,9.04%,0.85%,18.72%,,,1.1801,1.2297,0.9597,,,,
84,INUSDT,54.2,37.7,38.5,0.980,"$1,592,503","$1,802,613",0.883,0.0000,2026-04-14 00:00,0.064910,2026-04-14,2026-04-14 01:00:00,3,2,2026-04-14 01:00:00,2.13,0.064620,-0.45%,2026-04-14,2026-04-14 18:45:00,0.073021,17.75,-13.00%,10.5349,,11.9045,22.4394,0.0000,,,-6847.70,-6870.14,-6870.14,-6870.14,42877.35,是,中（改成20%）,弱（12%）,stop_loss,0.0000%,5.0,10534.92,否,,,0.063620,-1.55%,3.10%,0.065930,2.03%,6.50%,0.078670,,6.50%,6.50%,6.50%,1.55%,,,2.1260,2.0057,1.0600,,,,
85,ORDERUSDT,42.5,43.3,52.3,0.828,"$1,566,005","$1,651,030",0.949,0.0000,2026-04-14 00:00,0.060820,2026-04-14,2026-04-14 01:00:00,3,4,2026-04-14 01:00:00,2.14,0.061820,1.64%,2026-04-17,2026-04-17 00:55:00,0.062400,71.92,-0.94%,9.2296,,9.3162,18.5458,0.0000,,,-432.96,-451.51,-451.51,-451.51,42425.84,否,中（改成20%）,弱（12%）,max_hold_time,-0.1562%,5.0,9229.59,否,,,0.061670,-0.24%,2.67%,0.060800,-1.65%,4.85%,0.062870,1.70%,4.85%,4.85%,4.85%,0.61%,,,2.1447,2.0544,1.0440,,,,
86,BROCCOLI714USDT,40.7,4.7,5.5,0.856,"$4,127,399","$4,009,146",1.029,0.0000,2026-04-13 23:00,0.017380,2026-04-14,2026-04-14 00:00:00,4,3,2026-04-14 00:00:00,2.55,0.017240,-0.81%,2026-04-14,2026-04-14 06:40:00,0.015344,6.67,11.00%,9.2296,,8.2143,17.4439,0.0000,,,5076.28,5058.83,5058.83,5058.83,47484.67,是,中（改成20%）,中（保持20%）,take_profit,-0.0828%,5.0,9229.59,否,,,0.016610,-3.65%,4.99%,0.016140,-6.38%,14.10%,0.015910,,14.10%,14.10%,11.19%,4.76%,,11.0%,2.5461,2.5855,0.9848,,,,
87,MLNUSDT,52.8,70.3,153.6,0.457,"$1,068,817","$1,163,475",0.919,0.0000,2026-04-14 02:00,3.140000,2026-04-14,2026-04-14 03:00:00,4,3,2026-04-14 03:00:00,3.28,3.130000,-0.32%,2026-04-17,2026-04-17 02:55:00,3.099000,71.92,0.99%,10.1908,,10.0898,20.2806,0.0000,,,504.65,484.37,484.37,484.37,47969.04,否,中（改成20%）,弱（12%）,max_hold_time,0.0000%,5.0,10190.77,否,,,2.992000,-4.41%,5.27%,3.061000,-2.20%,5.27%,3.088000,-1.34%,5.27%,5.27%,5.27%,0.89%,,,3.2827,3.7596,0.8732,,,,
88,HIGHUSDT,42.6,36.0,51.5,0.700,"$1,190,154","$1,298,207",0.917,0.0000,2026-04-14 02:00,0.116500,2026-04-14,2026-04-14 03:00:00,5,2,2026-04-14 03:00:00,4.34,0.116500,0.00%,2026-04-17,2026-04-17 02:55:00,0.112900,71.92,3.09%,10.1908,,9.8759,20.0666,0.0000,,,1574.54,1554.47,1554.47,1554.47,49523.52,否,中（改成20%）,弱（12%）,max_hold_time,0.0000%,5.0,10190.77,否,,,0.112100,-3.78%,4.64%,0.112900,-3.09%,6.52%,0.114700,-1.55%,6.52%,8.50%,8.50%,0.17%,,,4.3390,4.4585,0.9732,,,,
89,IOSTUSDT,75.0,29.1,94.5,0.308,"$1,251,441","$1,586,157",0.789,0.0000,2026-04-15 00:00,0.001184,2026-04-15,2026-04-15 01:00:00,4,1,2026-04-15 01:00:00,2.63,0.001167,-1.44%,2026-04-18,2026-04-18 00:55:00,0.001151,71.92,1.37%,9.1079,,8.9830,18.0909,0.0000,,,624.36,606.27,606.27,606.27,50129.79,是,中（改成20%）,弱（12%）,max_hold_time,-0.6271%,5.0,9107.87,否,,,0.001189,1.89%,1.97%,0.001098,-5.91%,7.28%,0.001113,-4.63%,7.28%,7.28%,7.28%,2.83%,,,2.6311,3.1771,0.8281,,,,
90,TRUSTUSDT,31.5,30.8,24.0,1.286,"$1,302,853","$1,751,374",0.744,0.0000,2026-04-15 08:00,0.088870,2026-04-15,2026-04-15 09:00:00,5,4,2026-04-15 09:00:00,2.78,0.087710,-1.31%,2026-04-16,2026-04-16 00:05:00,0.076308,15.08,13.00%,9.1079,,7.9238,17.0317,0.0000,,,5920.12,5903.09,5903.09,5903.09,56032.87,是,强（保持30%）,强（30%）,take_profit,0.0000%,5.0,9107.87,否,,,0.079120,-9.79%,11.53%,0.080220,-8.54%,11.53%,0.071880,,18.62%,20.48%,16.92%,8.28%,,13.0%,2.7793,3.0469,0.9122,,,,
91,FUSDT,37.4,78.8,168.5,0.468,"$1,908,363","$2,094,220",0.911,0.0000,2026-04-16 00:00,0.005591,2026-04-16,2026-04-16 01:00:00,5,0,2026-04-16 01:00:00,2.15,0.005598,0.13%,2026-04-19,2026-04-19 00:55:00,0.005454,71.92,2.57%,10.2295,,9.9663,20.1958,0.0000,,,1315.69,1295.49,1295.49,1295.49,57328.36,否,中（改成20%）,弱（12%）,max_hold_time,-0.0511%,5.0,10229.46,否,,,0.005637,0.70%,0.36%,0.005657,1.05%,0.39%,0.005705,1.64%,1.38%,3.64%,3.64%,1.11%,,,2.1476,2.2916,0.9372,,,,
92,ZETAUSDT,30.7,71.4,64.5,1.106,"$1,072,670","$1,524,192",0.704,0.0000,2026-04-17 00:00,0.058190,2026-04-17,2026-04-17 01:00:00,3,2,2026-04-17 01:00:00,1.95,0.058230,0.07%,2026-04-17,2026-04-17 03:00:00,0.062090,2.0,-6.63%,10.5311,,11.2291,21.7602,0.0000,,,-3490.46,-3512.22,-3512.22,-3512.22,53816.15,否,中（推断20%）,中（保持20%）,early_stop_loss,-0.0020%,5.0,10531.05,否,,,0.062950,8.11%,1.61%,0.065540,12.55%,1.61%,0.057390,,2.70%,9.48%,1.61%,12.28%,,,1.9507,1.9931,0.9787,,,,
93,TAKEUSDT,47.3,7.4,5.4,1.365,"$3,681,424","$3,592,673",1.025,0.0000,2026-04-17 04:00,0.040570,2026-04-17,2026-04-17 05:00:00,3,2,2026-04-17 05:00:00,2.49,0.042910,5.77%,2026-04-17,2026-04-17 07:35:00,0.048488,2.58,-13.00%,9.8637,,11.1460,21.0098,0.0000,,,-6411.43,-6432.44,-6432.44,-6432.44,47383.71,否,中（推断20%）,中（保持20%）,stop_loss,0.2210%,5.0,9863.73,否,,,0.044180,2.96%,11.42%,0.048000,11.86%,14.24%,0.043810,,14.24%,49.83%,11.42%,7.32%,,,2.4941,2.5211,0.9893,,,,
94,SOONUSDT,72.9,216.5,175.2,1.235,"$5,429,994","$9,336,585",0.582,0.0000,2026-04-17 05:00,0.231500,2026-04-17,2026-04-17 06:00:00,3,2,2026-04-17 06:00:00,2.65,0.243700,5.27%,2026-04-17,2026-04-17 08:45:00,0.216893,2.75,11.00%,8.6416,,7.6910,16.3326,0.0000,,,4752.86,4736.53,4736.53,4736.53,52120.24,否,中（改成20%）,中（保持20%）,take_profit,-8.2236%,5.0,8641.57,否,,,0.258900,6.24%,8.78%,0.222000,-8.90%,17.11%,0.198500,,21.01%,32.46%,12.60%,8.29%,,11.0%,2.6470,2.1746,1.2172,,,,
95,MOVRUSDT,50.3,90.6,105.9,0.855,"$1,340,788","$4,425,825",0.303,0.0000,2026-04-17 05:00,2.729000,2026-04-17,2026-04-17 06:00:00,3,2,2026-04-17 06:00:00,1.40,2.648000,-2.97%,2026-04-17,2026-04-17 06:50:00,2.992240,0.83,-13.00%,9.5415,,10.7819,20.3234,0.0000,,,-6201.98,-6222.31,-6222.31,-6222.31,45897.93,是,强（2h内默认）,强（保持30%）,stop_loss,-0.6595%,5.0,9541.51,否,,,3.867000,46.03%,5.36%,3.348000,26.44%,5.36%,2.445000,,13.90%,31.16%,5.36%,60.27%,,,1.3964,2.7764,0.5030,,,,
96,XVGUSDT,104.8,79.7,87.7,0.909,"$2,163,548","$2,213,309",0.978,0.0000,2026-04-17 06:00,0.003758,2026-04-17,2026-04-17 07:00:00,3,2,2026-04-17 07:00:00,2.08,0.003547,-5.61%,2026-04-17,2026-04-17 09:00:00,0.003722,2.0,-4.93%,8.3593,,8.7717,17.1310,0.0000,,,-2062.13,-2079.26,-2079.26,-2079.26,43818.68,是,中（推断20%）,中（保持20%）,early_stop_loss,0.0000%,5.0,8359.27,否,,,0.003728,5.10%,5.47%,0.003748,5.67%,5.47%,0.003766,,5.47%,5.47%,5.47%,6.91%,,,2.0798,2.1328,0.9752,,,,
97,RAREUSDT,103.5,35.3,33.9,1.040,"$3,419,468","$4,087,366",0.837,0.0000,2026-04-17 23:00,0.023950,2026-04-18,2026-04-18 00:00:00,2,1,2026-04-18 00:00:00,1.89,0.023140,-3.38%,2026-04-18,2026-04-18 01:20:00,0.020132,1.33,13.00%,8.0794,,7.0291,15.1085,0.0000,,,5251.61,5236.51,5236.51,5236.51,49055.18,是,强（2h内默认）,强（保持30%）,take_profit,-0.3623%,5.0,8079.41,否,,,0.020240,-12.53%,14.22%,0.017670,-23.64%,24.63%,0.016750,,30.16%,32.80%,14.22%,3.72%,,13.0%,1.8852,1.9931,0.9459,,,,
98,HIGHUSDT,64.0,10.1,9.7,1.042,"$2,505,030","$4,192,616",0.597,0.0000,2026-04-18 00:00,0.174200,2026-04-18,2026-04-18 01:00:00,2,1,2026-04-18 01:00:00,2.40,0.172900,-0.75%,2026-04-18,2026-04-18 01:45:00,0.195377,0.75,-13.00%,9.0743,,10.2540,19.3283,0.0000,,,-5898.32,-5917.65,-5917.65,-5917.65,43137.53,是,强（2h内默认）,强（保持30%）,stop_loss,-0.8968%,5.0,9074.34,否,,,0.212700,23.02%,4.80%,0.406300,134.99%,4.80%,0.300600,,4.80%,4.80%,4.80%,42.16%,,,2.4037,3.4543,0.6959,,,,
99,ONTUSDT,42.5,10.5,10.3,1.024,"$14,998,352","$12,686,382",1.182,0.0000,2026-04-18 03:00,0.085000,2026-04-18,2026-04-18 04:00:00,2,1,2026-04-18 04:00:00,0.56,0.085400,0.47%,2026-04-18,2026-04-18 21:20:00,0.076860,17.33,10.00%,7.9500,,7.1550,15.1050,0.0000,,,3974.99,3959.89,3959.89,3959.89,47097.42,否,中（改成20%）,弱（12%）,take_profit,-1.1622%,5.0,7949.99,否,,,0.082600,-3.28%,3.75%,0.081300,-4.80%,6.91%,0.077200,,11.24%,13.58%,10.54%,3.04%,,10.0%,0.5605,0.5020,1.1165,,,,
100,我踏马来了USDT,65.2,12.7,12.4,1.017,"$6,371,860","$9,464,627",0.673,0.0000,2026-04-18 04:00,0.015092,2026-04-18,2026-04-18 05:00:00,2,1,2026-04-18 05:00:00,3.26,0.015595,3.33%,2026-04-18,2026-04-18 05:10:00,0.017622,0.17,-13.00%,8.7024,,9.8337,18.5360,0.0000,,,-5656.54,-5675.07,-5675.07,-5675.07,41422.35,是,强（2h内默认）,强（保持30%）,stop_loss,0.0000%,5.0,8702.37,否,,,0.017997,15.40%,4.98%,0.012821,-17.79%,24.14%,0.010632,,34.92%,38.63%,4.98%,25.60%,,,3.2626,4.0736,0.8009,,,,
101,PORTALUSDT,76.9,24.9,18.8,1.326,"$2,028,906","$4,245,015",0.478,0.0000,2026-04-18 05:00,0.015010,2026-04-18,2026-04-18 06:00:00,2,1,2026-04-18 06:00:00,3.33,0.016360,8.99%,2026-04-18,2026-04-18 06:10:00,0.014233,0.17,13.00%,7.6241,,6.6330,14.2571,0.0000,,,4955.67,4941.41,4941.41,4941.41,46363.76,是,强（2h内默认）,强（保持30%）,take_profit,0.0387%,5.0,7624.10,否,,,0.016160,-1.22%,15.40%,0.011620,-28.97%,31.54%,0.012580,,37.96%,37.96%,15.40%,22.25%,,,3.3290,5.4226,0.6139,,,,
102,PIEVERSEUSDT,99.9,4.2,4.7,0.893,"$12,096,069","$10,765,470",1.124,0.0000,2026-04-18 23:00,0.615500,2026-04-19,2026-04-19 00:00:00,1,0,2026-04-19 00:00:00,1.68,0.581600,-5.51%,2026-04-19,2026-04-19 02:55:00,0.657208,2.92,-13.00%,8.8091,,9.9543,18.7634,0.0000,,,-5725.92,-5744.69,-5744.69,-5744.69,40619.07,是,中（推断20%）,中（保持20%）,stop_loss,0.0000%,5.0,8809.11,否,,,0.618600,6.36%,2.41%,0.620800,6.74%,2.41%,1.183700,,2.41%,2.41%,2.41%,10.66%,,,1.6846,1.6323,1.0320,,,,
103,MLNUSDT,46.7,38.2,30.2,1.265,"$1,644,657","$1,733,895",0.949,0.0000,2026-04-18 23:00,3.120000,2026-04-19,2026-04-19 00:00:00,1,0,2026-04-19 00:00:00,3.05,3.079000,-1.31%,2026-04-19,2026-04-19 21:00:00,2.771100,21.0,10.00%,7.7176,,6.9459,14.6635,0.0000,,,3858.81,3844.15,3844.15,3844.15,44463.22,否,中（改成20%）,弱（12%）,take_profit,0.0000%,5.0,7717.62,否,,,3.054000,-0.81%,2.27%,2.937000,-4.61%,6.72%,2.766000,,12.63%,12.63%,10.26%,2.70%,,10.0%,3.0486,3.3725,0.9040,,,,
104,NXPCUSDT,31.8,134.7,40.7,3.306,"$5,285,287","$5,376,993",0.983,0.0000,2026-04-19 00:00,0.294000,2026-04-19,2026-04-19 01:00:00,1,4,2026-04-19 01:00:00,1.23,0.292300,-0.58%,2026-04-22,2026-04-22 00:55:00,0.299800,71.92,-2.57%,8.4480,,8.6648,17.1128,0.0000,,,-1083.82,-1100.93,-1100.93,-1100.93,43362.28,否,中（改成20%）,弱（12%）,max_hold_time,-0.0142%,5.0,8448.01,否,,,0.287000,-1.81%,2.05%,0.289500,-0.96%,2.05%,0.296100,1.30%,2.05%,2.05%,2.05%,1.33%,,,1.2331,1.4777,0.8345,,,,
105,ZROUSDT,45.8,36.1,36.7,0.983,"$24,474,007","$24,961,182",0.980,0.0000,2026-04-19 02:00,1.615000,2026-04-19,2026-04-19 03:00:00,2,1,2026-04-19 03:00:00,0.65,1.586300,-1.78%,2026-04-19,2026-04-19 14:55:00,1.665200,11.92,-4.97%,8.4480,,8.8682,17.3162,0.0000,,,-2100.95,-2118.27,-2118.27,-2118.27,41244.02,否,中（改成20%）,中（保持20%）,early_stop_loss_12h,-0.0180%,5.0,8448.01,否,,,1.596300,0.63%,2.21%,1.665200,4.97%,5.21%,1.635200,,5.21%,5.21%,5.21%,4.03%,,,0.6464,0.6770,0.9548,,,,
106,GTCUSDT,41.7,7.7,8.2,0.944,"$1,809,840","$4,167,741",0.434,0.0000,2026-04-19 04:00,0.156200,2026-04-19,2026-04-19 05:00:00,2,1,2026-04-19 05:00:00,1.52,0.147550,-5.54%,2026-04-19,2026-04-19 05:30:00,0.128368,0.5,13.00%,8.0455,,6.9996,15.0452,0.0000,,,5229.60,5214.56,5214.56,5214.56,46458.57,否,强（2h内默认）,强（保持30%）,take_profit,0.0000%,5.0,8045.54,否,,,0.121480,-17.67%,20.33%,0.113100,-23.35%,26.80%,0.115800,,26.80%,32.57%,15.82%,12.57%,,,1.5240,2.6643,0.5720,,,,
107,AWEUSDT,53.9,41.1,61.3,0.671,"$3,104,781","$2,738,061",1.134,0.0000,2026-04-20 05:00,0.049420,2026-04-20,2026-04-20 06:00:00,2,4,2026-04-20 06:00:00,2.46,0.049530,0.22%,2026-04-23,2026-04-23 05:55:00,0.050300,71.92,-1.55%,9.0363,,9.1768,18.2131,0.0000,,,-702.40,-720.61,-720.61,-720.61,45737.96,否,中（改成20%）,弱（12%）,max_hold_time,0.0000%,5.0,9036.31,否,,,0.049730,0.40%,0.22%,0.050250,1.45%,0.22%,0.049970,0.89%,0.22%,1.11%,1.11%,1.23%,,,2.4638,2.4734,0.9961,,,,
108,SUPERUSDT,33.1,9.8,8.7,1.118,"$4,072,931","$5,276,138",0.772,0.0000,2026-04-20 06:00,0.138200,2026-04-20,2026-04-20 07:00:00,3,2,2026-04-20 07:00:00,1.18,0.140500,1.66%,2026-04-20,2026-04-20 09:00:00,0.147700,2.0,-5.12%,9.0363,,9.4994,18.5357,0.0000,,,-2315.35,-2333.89,-2333.89,-2333.89,43404.07,是,中（推断20%）,中（保持20%）,early_stop_loss,-2.6057%,5.0,9036.31,否,,,0.147000,4.63%,2.28%,0.137700,-1.99%,5.55%,0.131600,,7.90%,11.81%,2.28%,9.47%,,,1.1820,1.2635,0.9355,,,,
109,JCTUSDT,31.5,6.6,5.8,1.132,"$3,916,758","$4,005,488",0.978,0.0000,2026-04-20 06:00,0.003086,2026-04-20,2026-04-20 07:00:00,3,2,2026-04-20 07:00:00,1.38,0.003094,0.26%,2026-04-20,2026-04-20 16:05:00,0.002754,9.08,11.00%,8.5929,,7.6477,16.2405,0.0000,,,4726.08,4709.84,4709.84,4709.84,48113.91,否,中（改成20%）,中（保持20%）,take_profit,0.1351%,5.0,8592.87,否,,,0.002949,-4.69%,5.98%,0.002697,-12.83%,15.29%,0.002440,,22.01%,25.44%,11.93%,4.01%,,11.0%,1.3798,1.4832,0.9303,,,,
110,SKYAIUSDT,89.8,85.1,51.1,1.665,"$45,109,158","$42,363,399",1.065,0.0000,2026-04-20 08:00,0.159910,2026-04-20,2026-04-20 09:00:00,3,2,2026-04-20 09:00:00,0.86,0.162580,1.67%,2026-04-20,2026-04-20 09:10:00,0.141445,0.17,13.00%,9.4877,,8.2543,17.7421,0.0000,,,6167.03,6149.29,6149.29,6149.29,54263.20,否,强（2h内默认）,强（保持30%）,take_profit,0.0000%,5.0,9487.74,否,,,0.174460,7.31%,15.51%,0.159290,-2.02%,15.51%,0.174790,,15.51%,15.51%,15.51%,18.42%,,,0.8591,0.9037,0.9506,,,,
111,TAGUSDT,40.1,94.8,106.6,0.889,"$7,233,812","$6,468,329",1.118,0.0000,2026-04-20 08:00,0.000647,2026-04-20,2026-04-20 09:00:00,3,3,2026-04-20 09:00:00,1.01,0.000638,-1.28%,2026-04-23,2026-04-23 08:55:00,0.000651,71.92,-1.96%,10.6561,,10.8647,21.5208,0.0000,,,-1043.08,-1064.60,-1064.60,-1064.60,53198.60,否,中（改成20%）,弱（12%）,max_hold_time,0.0000%,5.0,10656.10,否,,,0.000644,0.89%,1.79%,0.000645,1.02%,1.79%,0.000669,4.70%,1.79%,1.79%,1.79%,4.21%,,,1.0149,1.0362,0.9794,,,,
112,EDUUSDT,35.1,9.0,8.1,1.117,"$7,410,056","$8,914,490",0.831,0.0000,2026-04-20 23:00,0.071690,2026-04-21,2026-04-21 00:00:00,4,3,2026-04-21 00:00:00,1.45,0.070450,-1.73%,2026-04-21,2026-04-21 00:50:00,0.079608,0.83,-13.00%,10.6561,,12.0414,22.6975,0.0000,,,-6926.47,-6949.16,-6949.16,-6949.16,46249.43,是,强（2h内默认）,强（保持30%）,stop_loss,-0.6397%,5.0,10656.10,否,,,0.079640,13.04%,5.38%,0.055970,-20.55%,21.65%,0.054160,,26.17%,34.21%,5.38%,26.70%,,,1.4462,1.4462,1.0000,,,,
113,UMAUSDT,70.8,24.9,33.0,0.753,"$1,962,245","$2,824,952",0.695,0.0000,2026-04-21 05:00,0.485500,2026-04-21,2026-04-21 06:00:00,4,4,2026-04-21 06:00:00,1.88,0.491900,1.32%,2026-04-24,2026-04-24 05:55:00,0.480400,71.92,2.34%,9.3358,,9.1175,18.4533,0.0000,,,1091.29,1072.84,1072.84,1072.84,47322.27,是,中（改成20%）,弱（12%）,max_hold_time,-0.6818%,5.0,9335.76,否,,,0.499500,1.55%,2.46%,0.473700,-3.70%,4.39%,0.487600,-0.87%,6.12%,6.12%,6.12%,9.60%,,,1.8810,1.8555,1.0137,,,,
114,PTBUSDT,68.3,89.3,124.4,0.718,"$3,462,538","$3,229,030",1.072,0.0000,2026-04-21 05:00,0.000841,2026-04-21,2026-04-21 06:00:00,5,3,2026-04-21 06:00:00,3.36,0.000848,0.81%,2026-04-24,2026-04-24 05:55:00,0.000844,71.92,0.39%,9.3358,,9.2994,18.6352,0.0000,,,181.74,163.10,163.10,163.10,47485.37,否,中（改成20%）,弱（12%）,max_hold_time,0.0000%,5.0,9335.76,否,,,0.000843,-0.53%,6.54%,0.000849,0.13%,6.54%,0.000871,2.78%,6.54%,9.14%,9.14%,4.86%,,,3.3611,3.5558,0.9452,,,,
115,CARVUSDT,55.0,69.6,70.8,0.984,"$707,961","$873,693",0.810,0.0000,2026-04-22 00:00,0.058910,2026-04-22,2026-04-22 01:00:00,5,2,2026-04-22 01:00:00,2.01,0.059020,0.19%,2026-04-24,2026-04-24 05:00:00,0.057810,52.0,2.05%,9.1266,,8.9395,18.0661,0.0000,,,935.54,917.48,917.48,917.48,48402.85,否,中（改成20%）,弱（12%）,force_close,-0.6228%,5.0,9126.58,否,,,0.059030,0.02%,3.03%,0.058010,-1.71%,3.03%,0.057300,-2.91%,3.95%,6.18%,6.18%,1.51%,,10.0%,2.0148,2.4459,0.8237,,,,
116,METUSDT,37.2,11.7,15.6,0.746,"$6,084,286","$8,134,559",0.748,0.0000,2026-04-22 00:00,0.198100,2026-04-22,2026-04-22 01:00:00,4,3,2026-04-22 01:00:00,0.97,0.205400,3.69%,2026-04-22,2026-04-22 02:50:00,0.178698,1.83,13.00%,8.7874,,7.6450,16.4324,0.0000,,,5711.80,5695.37,5695.37,5695.37,54098.22,否,强（2h内默认）,强（保持30%）,take_profit,-0.5023%,5.0,8787.39,否,,,0.188700,-8.13%,29.36%,0.184400,-10.22%,29.36%,0.178700,,29.36%,29.36%,29.36%,1.07%,,13.0%,0.9681,1.2163,0.7959,,,,
117,REDUSDT,55.0,18.8,16.1,1.167,"$3,548,789","$4,463,815",0.795,0.0000,2026-04-23 04:00,0.131000,2026-04-23,2026-04-23 05:00:00,4,2,2026-04-23 05:00:00,0.58,0.133000,1.53%,2026-04-24,2026-04-24 01:30:00,0.150290,20.5,-13.00%,9.8695,,11.1525,21.0221,0.0000,,,-6415.18,-6436.21,-6436.21,-6436.21,47662.02,否,中（改成20%）,弱（12%）,stop_loss,-0.7929%,5.0,9869.51,否,,,0.134200,0.90%,2.26%,0.134500,1.13%,2.26%,0.145800,,2.26%,2.26%,2.26%,1.20%,,,0.5793,0.4881,1.1868,,,,
118,VELVETUSDT,43.9,3.2,3.2,1.018,"$4,472,391","$4,601,209",0.972,0.0000,2026-04-23 07:00,0.111650,2026-04-23,2026-04-23 08:00:00,5,4,2026-04-23 08:00:00,1.02,0.113350,1.52%,2026-04-23,2026-04-23 10:00:00,0.116440,2.0,-2.73%,9.8695,,10.1386,20.0081,0.0000,,,-1345.25,-1365.26,-1365.26,-1365.26,46296.76,是,中（推断20%）,中（保持20%）,early_stop_loss,0.2867%,5.0,9869.51,否,,,0.118310,4.38%,2.47%,0.099420,-12.29%,18.26%,0.114570,,18.26%,18.26%,16.14%,9.39%,,,1.0186,1.0807,0.9425,,,,
119,MAVUSDT,41.1,70.9,36.3,1.955,"$1,245,678","$1,697,558",0.734,0.0000,2026-04-23 08:00,0.015910,2026-04-23,2026-04-23 09:00:00,5,1,2026-04-23 09:00:00,2.60,0.015860,-0.31%,2026-04-24,2026-04-24 05:00:00,0.015930,20.0,-0.44%,9.6101,,9.6525,19.2626,0.0000,,,-212.08,-231.34,-231.34,-231.34,46065.42,否,中（改成20%）,弱（12%）,force_close,0.0000%,5.0,9610.11,否,,,0.015810,-0.32%,1.39%,0.015860,0.00%,1.39%,0.015940,,1.39%,1.39%,1.39%,0.38%,,10.0%,2.6023,3.2463,0.8016,,,,
120,SKRUSDT,70.8,12.7,12.4,1.023,"$1,490,117","$2,572,109",0.579,0.0000,2026-04-24 03:00,0.017771,2026-04-24,2026-04-24 04:00:00,3,0,2026-04-24 04:00:00,1.84,0.018170,2.25%,2026-04-24,2026-04-24 05:00:00,0.017633,1.0,2.96%,8.6221,,8.3672,16.9893,0.0000,,,1274.09,1257.10,1257.10,1257.10,47322.52,是,强（2h内默认）,强（保持30%）,force_close,-1.0757%,5.0,8622.06,否,,,0.017923,-1.36%,5.82%,0.017923,-1.36%,5.82%,0.017923,,5.82%,5.82%,5.82%,1.82%,,13.0%,1.8353,2.0807,0.8821,,,,
